09:30:14.284021 LS029 10 
10:58:16.544178 M017 OFF 
10:58:17.441768 LS017 26 
10:58:17.45698 M017 ON 
10:58:19.70408 M017 OFF 
10:58:20.990136 MA202 OFF 
10:58:21.595527 MA202 ON 
10:58:22.691574 MA202 OFF 
10:58:26.423978 MA202 ON 
10:58:26.903963 LS026 24 
10:58:27.562065 MA202 OFF 
10:58:30.179151 MA202 ON 
10:58:34.865796 MA202 OFF 
10:58:35.430403 MA202 ON 
10:58:36.964117 M017 ON 
10:58:38.836613 M017 OFF 
10:58:45.75557 LS017 25 
10:58:45.805816 M017 ON 
10:58:48.390233 M015 ON 
10:58:48.660599 M016 ON 
10:58:48.745947 MA202 OFF 
10:58:49.315235 LS017 26 
10:58:49.377134 M017 OFF 
10:58:49.421036 MA201 ON 
10:58:49.622066 LS008 15 
10:58:49.656381 M008 ON 
10:58:49.781081 M016 OFF 
10:58:50.268989 M015 OFF 
10:58:50.880008 M023 ON 
10:58:50.946739 M001 ON 
10:58:52.080237 LS204 18 
10:58:52.10497 LS008 16 
10:58:52.126252 M008 OFF 
10:58:52.223121 LS201 56 
10:58:52.249165 MA201 OFF 
10:58:53.102278 M001 OFF 
10:58:53.2727 LS023 9 
10:58:53.285933 M023 OFF 
10:58:54.603195 M023 ON 
10:58:54.931181 M001 ON 
10:58:55.369952 MA201 ON 
10:58:55.565516 M008 ON 
10:58:56.81818 LS023 10 
10:58:56.844771 M023 OFF 
10:58:57.050037 M001 OFF 
10:58:57.147255 M016 ON 
10:58:57.220984 M015 ON 
10:58:57.988375 LS201 57 
10:58:58.003133 MA201 OFF 
10:58:58.102769 M008 OFF 
10:58:58.526835 M017 ON 
10:58:58.691478 MA202 ON 
10:58:59.147758 M015 OFF 
10:58:59.179641 M016 OFF 
10:59:00.358718 LS017 25 
10:59:00.377833 M017 OFF 
10:59:02.050187 LS017 26 
10:59:02.101955 M017 ON 
10:59:03.928637 M017 OFF 
10:59:04.500826 M017 ON 
10:59:06.577295 LS017 25 
10:59:06.595029 M017 OFF 
10:59:06.730784 LS202 54 
10:59:06.747079 MA202 OFF 
10:59:07.279897 LS202 55 
10:59:07.316772 MA202 ON 
10:59:07.702386 M017 ON 
10:59:11.785355 LS202 54 
10:59:11.858259 MA202 OFF 
10:59:12.581392 M017 OFF 
10:59:12.91609 LS202 55 
10:59:12.931621 MA202 ON 
10:59:13.781504 SS004 MOVED 
10:59:14.977994 LS202 54 
10:59:14.992293 MA202 OFF 
10:59:17.817841 MA202 ON 
10:59:18.661587 SS004 STILL 
10:59:19.031558 SS004 MOVED 
10:59:19.890811 MA202 OFF 
10:59:21.187478 MA202 ON 
10:59:21.394292 M017 ON 
10:59:21.961442 SS004 STILL 
10:59:22.661412 SS004 MOVED 
10:59:23.246355 M017 OFF 
10:59:25.674106 M017 ON 
10:59:26.553103 D009 OPEN 
10:59:27.05586 LS016 15 
10:59:27.06898 M016 ON 
10:59:27.541438 SS004 STILL 
10:59:28.704598 M017 OFF 
10:59:29.058856 MA202 OFF 
10:59:30.714016 MA202 ON 
10:59:31.138188 M017 ON 
10:59:32.25854 D009 CLOSE 
10:59:32.87036 LS016 16 
10:59:32.886821 M016 OFF 
10:59:34.317853 M017 OFF 
10:59:37.332819 M017 ON 
10:59:38.999097 MA203 ON 
10:59:39.351096 M024 ON 
10:59:39.626288 M016 ON 
10:59:39.75931 M015 ON 
10:59:40.576759 LS021 5 
10:59:40.589855 M021 ON 
10:59:40.640127 MA202 OFF 
10:59:40.683732 M017 OFF 
10:59:40.963045 LS201 56 
10:59:41.029791 MA201 ON 
10:59:41.118228 LS008 15 
10:59:41.135316 M008 ON 
10:59:41.69068 LS022 4 
10:59:41.706999 M022 ON 
10:59:42.056756 M016 OFF 
10:59:42.374426 M015 OFF 
10:59:42.779491 M001 ON 
10:59:43.001859 M008 OFF 
10:59:43.163028 M024 OFF 
10:59:43.462475 LS002 10 
10:59:43.476422 M002 ON 
10:59:43.571118 M023 ON 
10:59:44.507001 LS021 6 
10:59:44.519571 M021 OFF 
10:59:44.910872 M008 ON 
10:59:45.527514 M022 OFF 
10:59:45.759978 MA203 OFF 
10:59:46.120253 M015 ON 
10:59:46.726164 MA201 OFF 
10:59:47.269861 M015 OFF 
10:59:47.499943 MA203 ON 
10:59:47.595029 M002 OFF 
10:59:47.728199 MA201 ON 
10:59:47.794718 M015 ON 
10:59:48.049039 M001 OFF 
10:59:48.524239 LS013 13 
10:59:48.611827 M013 ON 
10:59:48.679077 LS023 9 
10:59:48.69193 M023 OFF 
10:59:48.724752 M008 OFF 
10:59:49.397454 LS013 14 
10:59:49.415396 M013 OFF 
10:59:49.682505 LS015 15 
10:59:49.705063 M015 OFF 
10:59:50.205065 LS023 10 
10:59:50.233609 M023 ON 
10:59:50.267832 M001 ON 
10:59:50.29143 LS013 13 
10:59:50.304461 M013 ON 
10:59:51.168516 MA203 OFF 
10:59:51.818242 M008 ON 
10:59:52.343806 M023 OFF 
10:59:52.551854 M015 ON 
10:59:52.643324 M001 OFF 
10:59:52.740977 M016 ON 
10:59:52.975683 M013 OFF 
10:59:53.304037 LS010 23 
10:59:53.321748 M010 ON 
10:59:53.493958 M008 OFF 
10:59:53.841679 MA202 ON 
10:59:53.909342 M017 ON 
10:59:54.515304 MA201 OFF 
10:59:54.551944 M010 OFF 
10:59:54.951922 M015 OFF 
10:59:55.040321 M016 OFF 
10:59:55.668402 MA202 OFF 
10:59:55.882399 M017 OFF 
10:59:59.403984 MA202 ON 
10:59:59.490099 M010 ON 
11:00:00.617433 M010 OFF 
11:00:01.319599 MA202 OFF 
11:00:03.362791 M017 ON 
11:00:04.857482 MA202 ON 
11:00:07.002795 M013 ON 
11:00:07.258899 LS202 55 
11:00:07.285825 MA202 OFF 
11:00:08.239201 M013 OFF 
11:00:08.264887 LS202 54 
11:00:08.27725 MA202 ON 
11:00:09.35377 LS202 55 
11:00:09.370742 MA202 OFF 
11:00:09.925176 MA202 ON 
11:00:10.368244 M010 ON 
11:00:10.645752 M016 ON 
11:00:10.969215 M015 ON 
11:00:11.084858 MA202 OFF 
11:00:11.426028 LS017 26 
11:00:11.446356 M017 OFF 
11:00:11.543191 M010 OFF 
11:00:11.750445 MA201 ON 
11:00:12.429533 M016 OFF 
11:00:12.970995 M015 OFF 
11:00:13.176084 M010 ON 
11:00:13.692723 LS029 9 
11:00:14.497751 M008 ON 
11:00:15.407397 M001 ON 
11:00:15.581965 LS023 9 
11:00:15.599324 M023 ON 
11:00:16.558849 M008 OFF 
11:00:17.095036 MA201 OFF 
11:00:17.689652 MA203 ON 
11:00:18.408861 M001 OFF 
11:00:18.861488 LS203 32 
11:00:18.885117 MA203 OFF 
11:00:19.183727 M010 OFF 
11:00:19.528621 LS023 5 
11:00:19.542045 M023 OFF 
11:00:19.672076 LS203 31 
11:00:19.696191 MA203 ON 
11:00:22.097931 D012 CLOSE 
11:00:22.334918 LS203 32 
11:00:22.355516 MA203 OFF 
11:00:23.623733 LS023 6 
11:00:23.646026 M023 ON 
11:00:24.135887 LS022 5 
11:00:24.207716 M022 ON 
11:00:24.248859 MA203 ON 
11:00:24.769924 M023 OFF 
11:00:25.388097 M021 ON 
11:00:26.852098 M024 ON 
11:00:27.01089 M022 OFF 
11:00:28.193714 M021 OFF 
11:00:29.475126 M024 OFF 
11:00:29.815123 MA203 OFF 
11:00:33.347904 LS045 1 
11:00:34.347784 LS011 25 
11:00:34.363448 M011 ON 
11:00:35.471099 M011 OFF 
11:00:36.235004 M010 ON 
11:00:36.611317 M011 ON 
11:00:37.120769 M043 ON 
11:00:37.435153 M010 OFF 
11:00:37.468914 M042 ON 
11:00:37.732775 M011 OFF 
11:00:38.25949 M043 OFF 
11:00:38.548155 LS042 1 
11:00:38.561023 M042 OFF 
11:00:38.885421 MA207 ON 
11:00:40.679652 LS207 55 
11:00:40.69276 MA207 OFF 
11:00:42.155371 MA207 ON 
11:00:48.243865 M010 ON 
11:00:49.349367 M010 OFF 
11:00:54.339453 LS034 3 
11:00:59.792969 LS207 56 
11:00:59.812208 MA207 OFF 
11:01:00.364791 MA207 ON 
11:01:00.71156 LS050 1 
11:01:06.620449 MA207 OFF 
11:01:06.700896 LS206 14 
11:01:07.832539 LS049 3 
11:01:07.937707 LS044 1 
11:01:08.963538 LS048 12 
11:01:26.1228 M010 ON 
11:01:27.246469 M010 OFF 
11:01:40.469776 MA207 ON 
11:01:47.442247 MA207 OFF 
11:01:47.983539 MA207 ON 
11:01:50.112326 M010 ON 
11:01:51.256527 M010 OFF 
11:01:52.100944 MA207 OFF 
11:02:03.240195 M010 ON 
11:02:03.604043 M011 ON 
11:02:04.359397 M010 OFF 
11:02:06.035168 M011 OFF 
11:02:13.145583 LS051 30 
11:02:19.167914 LS009 5 
11:02:25.680207 MA207 ON 
11:02:27.543306 MA207 OFF 
11:03:05.951479 MA207 ON 
11:03:07.089618 MA207 OFF 
11:03:38.848489 M010 ON 
11:03:39.972093 M010 OFF 
11:03:49.643569 MA207 ON 
11:03:50.781483 MA207 OFF 
11:03:56.473972 M010 ON 
11:03:57.619607 M010 OFF 
11:03:58.365951 M010 ON 
11:03:59.516103 M010 OFF 
11:04:01.701556 LS205 21 
11:04:07.601797 LS037 5 
11:04:21.006691 LS012 27 
11:04:39.291456 LS005 27 
11:04:46.655284 MA207 ON 
11:04:47.612299 M010 ON 
11:04:47.799884 MA207 OFF 
11:04:48.579503 M010 OFF 
11:04:49.646847 MA207 ON 
11:04:51.528783 MA207 OFF 
11:05:00.58402 M010 ON 
11:05:01.743834 M010 OFF 
11:05:19.641196 MA207 ON 
11:05:20.76308 MA207 OFF 
11:05:30.15056 MA207 ON 
11:05:31.271554 MA207 OFF 
11:05:48.151972 MA207 ON 
11:05:49.25598 MA207 OFF 
11:05:51.211689 M010 ON 
11:05:54.753693 M010 OFF 
11:06:02.068959 LS010 22 
11:06:02.088242 M010 ON 
11:06:03.05971 M013 ON 
11:06:03.941695 LS010 23 
11:06:03.961928 M010 OFF 
11:06:04.175735 M013 OFF 
11:06:12.580833 LS003 10 
11:06:27.360207 LS010 22 
11:06:27.385126 M010 ON 
11:06:28.514846 LS010 23 
11:06:28.537633 M010 OFF 
11:06:32.771543 MA207 ON 
11:06:34.458602 MA207 OFF 
11:06:34.903329 LS010 22 
11:06:34.923913 M010 ON 
11:06:36.039124 LS010 23 
11:06:36.056425 M010 OFF 
11:06:50.457669 M010 ON 
11:06:51.582114 M010 OFF 
11:06:51.851692 LS006 8 
11:07:04.204827 LS033 7 
11:07:13.391843 LS019 10 
11:07:29.454032 M010 ON 
11:07:30.583055 M010 OFF 
11:07:55.520727 M035 ON 
11:07:56.514259 M035 OFF 
11:08:07.52731 T106 28 
11:08:26.88032 LS026 17 
11:08:45.132992 MA207 ON 
11:08:46.231525 MA207 OFF 
11:08:51.95302 LS204 21 
11:08:54.781726 LS027 6 
11:09:02.30019 BATV030 9100 
11:09:12.498137 MA207 ON 
11:09:13.632596 MA207 OFF 
11:09:54.122873 LS207 57 
11:09:54.144509 MA207 ON 
11:09:55.221573 LS207 56 
11:09:55.252528 MA207 OFF 
11:10:00.006624 LS016 17 
11:10:01.985587 LS015 16 
11:10:05.851862 LS017 27 
11:10:06.200483 LS202 56 
11:10:13.950153 LS201 57 
11:10:15.454597 LS021 7 
11:10:16.292156 LS010 24 
11:10:16.310256 M010 ON 
11:10:17.422773 M010 OFF 
11:10:18.797372 LS024 12 
11:10:18.8053 BATV024 9000 
11:10:19.88043 LS203 34 
11:10:22.102975 LS022 6 
11:10:23.100438 LS023 7 
11:10:33.461898 LS043 1 
11:10:50.033975 M010 ON 
11:10:51.190748 M010 OFF 
11:11:05.41542 M010 ON 
11:11:06.684743 M010 OFF 
11:11:07.503498 M010 ON 
11:11:08.603001 M010 OFF 
11:11:11.680757 LS013 14 
11:11:11.694803 M013 ON 
11:11:13.912853 M013 OFF 
11:11:52.916827 LS011 26 
11:12:13.092975 LS051 32 
11:12:47.970765 LS010 25 
11:12:47.989996 M010 ON 
11:12:49.866995 M010 OFF 
11:12:51.552079 LS207 57 
11:12:51.567045 MA207 ON 
11:12:52.598102 MA207 OFF 
11:12:54.102233 MA207 ON 
11:12:56.351567 MA207 OFF 
11:12:57.473164 MA207 ON 
11:12:59.899257 MA207 OFF 
11:13:00.493253 MA207 ON 
11:13:02.140626 MA207 OFF 
11:13:02.620375 LS013 15 
11:13:02.656018 M013 ON 
11:13:03.765764 M013 OFF 
11:13:10.655308 M010 ON 
11:13:12.342177 M010 OFF 
11:13:12.7739 M013 ON 
11:13:12.909254 LS012 29 
11:13:12.923875 M012 ON 
11:13:12.963595 MA201 ON 
11:13:13.628764 MA207 ON 
11:13:13.949906 M012 OFF 
11:13:14.728754 MA207 OFF 
11:13:15.005456 LS013 14 
11:13:15.026496 M013 OFF 
11:13:15.356861 LS008 16 
11:13:15.372053 M008 ON 
11:13:15.572001 M015 ON 
11:13:16.626819 M015 OFF 
11:13:16.822404 LS023 6 
11:13:16.839709 M023 ON 
11:13:17.203797 M001 ON 
11:13:17.423552 M008 OFF 
11:13:17.907525 LS203 35 
11:13:17.918716 MA203 ON 
11:13:18.195312 MA201 OFF 
11:13:18.254059 LS022 5 
11:13:18.270219 M022 ON 
11:13:18.950889 M023 OFF 
11:13:18.99342 M021 ON 
11:13:19.272441 M001 OFF 
11:13:19.412818 MA207 ON 
11:13:19.858846 M024 ON 
11:13:20.31752 M022 OFF 
11:13:21.181239 M021 OFF 
11:13:21.472455 MA207 OFF 
11:13:22.109723 MA203 OFF 
11:13:22.14039 M024 OFF 
11:13:25.328173 M013 ON 
11:13:26.781814 MA201 ON 
11:13:27.201512 LS013 15 
11:13:27.211647 M013 OFF 
11:13:27.933897 M008 ON 
11:13:28.058628 M015 ON 
11:13:28.641881 M001 ON 
11:13:29.190187 M015 OFF 
11:13:29.665163 LS002 11 
11:13:29.685986 M002 ON 
11:13:30.16605 M008 OFF 
11:13:30.545279 M001 OFF 
11:13:31.26361 MA201 OFF 
11:13:32.826504 MA201 ON 
11:13:35.040896 MA201 OFF 
11:13:35.400606 M002 OFF 
11:13:42.440484 M042 ON 
11:13:42.651538 LS043 0 
11:13:42.672633 M043 ON 
11:13:43.794438 M043 OFF 
11:13:44.142216 D018 CLOSE 
11:13:44.848264 LS042 0 
11:13:44.865751 M042 OFF 
11:13:46.984811 LS207 56 
11:13:46.996845 MA207 ON 
11:13:48.079945 LS207 57 
11:13:48.108602 MA207 OFF 
11:13:49.213706 LS207 56 
11:13:49.225605 MA207 ON 
11:13:50.8891 LS207 57 
11:13:50.932407 MA207 OFF 
11:13:52.001623 MA207 ON 
11:13:53.411928 M002 ON 
11:13:53.783769 MA201 ON 
11:13:54.933771 M001 ON 
11:13:54.976809 MA201 OFF 
11:13:55.862687 M008 ON 
11:13:56.103961 MA201 ON 
11:13:56.266403 M002 OFF 
11:13:56.304991 LS207 56 
11:13:56.320969 MA207 OFF 
11:13:56.763756 M001 OFF 
11:13:57.348165 M015 ON 
11:13:57.671131 MA207 ON 
11:13:58.084315 M008 OFF 
11:13:58.435459 M015 OFF 
11:13:59.404042 MA201 OFF 
11:14:00.313467 MA201 ON 
11:14:01.039865 LS207 57 
11:14:01.055292 MA207 OFF 
11:14:01.483431 MA201 OFF 
11:14:01.641425 LS205 20 
11:14:02.234103 M008 ON 19-start
11:14:02.985824 MA201 ON 
11:14:04.404749 LS207 56 
11:14:04.42 MA207 ON 
11:14:05.206273 LS008 15 
11:14:05.240964 M008 OFF 
11:14:06.282559 MA207 OFF 
11:14:07.08762 LS201 56 
11:14:07.100312 MA201 OFF 
11:14:07.434285 LS207 57 
11:14:07.477057 MA207 ON 
11:14:07.672835 MA201 ON 
11:14:08.525949 LS207 56 
11:14:08.539779 MA207 OFF 
11:14:08.754061 LS201 57 
11:14:08.773968 MA201 OFF 
11:14:09.48216 MA207 ON 
11:14:10.580102 MA207 OFF 
11:14:12.065445 MA207 ON 
11:14:15.093528 MA207 OFF 
11:14:15.839306 MA207 ON 
11:14:16.972736 MA207 OFF 
11:14:17.722256 MA207 ON 
11:14:19.481192 LS201 56 
11:14:19.504356 MA201 ON 
11:14:19.791025 MA207 OFF 
11:14:21.511007 LS201 57 
11:14:21.530946 MA201 OFF 
11:14:23.33817 MA207 ON 
11:14:23.986312 MA201 ON 
11:14:24.46109 MA207 OFF 
11:14:25.130109 M008 ON 23-start
11:14:27.865812 M015 ON 
11:14:28.619938 M008 OFF 
11:14:28.653993 M016 ON 
11:14:28.834693 LS201 56 
11:14:28.849389 MA201 OFF 
11:14:29.685452 MA202 ON 
11:14:30.299561 M015 OFF 
11:14:30.492029 M017 ON 
11:14:30.650413 MA207 ON 
11:14:31.847177 M016 OFF 
11:14:33.093008 MA207 OFF 
11:14:33.170898 BATV017 8940 
11:14:33.205311 M017 OFF 
11:14:33.30795 MA202 OFF 
11:14:33.842179 MA207 ON 
11:14:34.969462 MA207 OFF 
11:14:38.149304 MA207 ON 
11:14:41.125476 MA207 OFF 
11:14:52.087126 MA202 ON 
11:14:52.130128 M017 ON 
11:14:56.708609 LS017 26 
11:14:56.724981 M017 OFF 
11:14:56.866567 LS051 30 
11:14:56.8857 M051 ON 
11:14:57.473379 D011 OPEN 
11:14:59.109673 LS202 54 
11:14:59.130325 MA202 OFF 
11:14:59.341637 D011 CLOSE 
11:15:00.448738 LS202 55 
11:15:00.466657 MA202 ON 
11:15:01.895469 M017 ON 
11:15:02.001696 M051 OFF 
11:15:03.510573 LS016 16 
11:15:03.543567 M016 ON 
11:15:04.053579 M015 ON 
11:15:04.39134 LS202 56 
11:15:04.413534 MA202 OFF 
11:15:04.618341 LS017 27 
11:15:04.643207 M017 OFF 
11:15:05.021123 LS201 57 
11:15:05.044916 MA201 ON 
11:15:05.242574 M008 ON 
11:15:05.579734 LS016 17 
11:15:05.597191 M016 OFF 
11:15:06.568203 M001 ON 
11:15:06.599041 M023 ON 
11:15:06.851899 M015 OFF 
11:15:07.11287 M008 OFF 
11:15:08.05761 LS201 56 
11:15:08.072576 MA201 OFF 
11:15:08.501636 D012 OPEN 
11:15:09.131501 LS203 33 
11:15:09.152122 MA203 ON 
11:15:09.184376 M001 OFF 
11:15:09.910364 M023 OFF 
11:15:10.841491 MA203 OFF 
11:15:13.425121 D012 CLOSE 
11:15:13.762972 LS203 34 
11:15:13.776344 MA203 ON 
11:15:14.148229 M022 ON 
11:15:14.825792 D017 OPEN 
11:15:15.459798 MA207 ON 
11:15:16.010644 LS203 33 
11:15:16.044359 MA203 OFF 
11:15:16.590883 MA207 OFF 
11:15:18.086571 M022 OFF 
11:15:18.154452 MA203 ON 
11:15:19.195275 M022 ON 
11:15:20.911184 M022 OFF 
11:15:21.795466 M022 ON 
11:15:24.660411 MA203 OFF 
11:15:24.821149 M022 OFF 
11:15:25.425094 MA203 ON 
11:15:25.973527 MA207 ON 
11:15:26.501217 M022 ON 
11:15:27.828857 MA207 OFF 
11:15:28.337312 M001 ON 
11:15:28.39115 M023 ON 
11:15:28.484908 MA203 OFF 
11:15:28.595813 M022 OFF 
11:15:28.672675 MA201 ON 
11:15:29.058277 M008 ON 
11:15:30.105187 M023 OFF 
11:15:30.312432 M001 OFF 
11:15:30.489376 M015 ON 
11:15:30.905649 M016 ON 
11:15:31.498254 M008 OFF 
11:15:31.710066 MA201 OFF 
11:15:32.121596 MA202 ON 
11:15:32.925127 M015 OFF 
11:15:33.337207 LS016 16 
11:15:33.349636 M016 OFF 
11:15:33.84905 MA202 OFF 
11:15:38.13423 M017 ON 22-start
11:15:38.898243 MA207 ON 
11:15:39.291834 M017 OFF 
11:15:40.019927 MA207 OFF 
11:15:44.512867 MA202 ON 
11:15:44.923299 M017 ON 
11:15:46.046297 LS017 26 
11:15:46.085173 M017 OFF 
11:15:46.378826 LS202 55 
11:15:46.397478 MA202 OFF 
11:15:47.51061 MA207 ON 
11:15:50.252881 MA202 ON 
11:15:50.283102 MA207 OFF 
11:15:50.316232 M017 ON 
11:15:52.030461 MA207 ON 
11:15:52.800069 M017 OFF 
11:15:52.942443 LS202 56 
11:15:52.957839 MA202 OFF 
11:15:53.138639 MA207 OFF 
11:15:55.962351 MA207 ON 
11:15:57.821088 MA202 ON 
11:15:57.900751 MA207 OFF 
11:15:58.914403 LS202 55 
11:15:58.946395 MA202 OFF 
11:16:02.476351 LS202 56 
11:16:02.503848 MA202 ON 
11:16:03.627238 LS202 55 
11:16:03.639975 MA202 OFF 
11:16:13.424844 M017 ON 
11:16:13.935503 MA202 ON 
11:16:14.967719 M016 ON 
11:16:15.305021 M017 OFF 
11:16:16.390298 MA202 OFF 
11:16:16.649784 M016 OFF 
11:16:29.613397 M016 ON 
11:16:30.640291 MA202 ON 
11:16:31.215588 LS017 27 
11:16:31.273958 M017 ON 
11:16:31.321226 M016 OFF 
11:16:31.748103 LS202 56 
11:16:31.761376 MA202 OFF 
11:16:33.666294 M017 OFF 
11:16:34.769909 MA207 ON 
11:16:35.901965 MA207 OFF 
11:16:42.706311 T102 24 
11:16:46.040862 MA202 ON 
11:16:47.53102 MA207 ON 
11:16:47.717668 LS017 26 
11:16:47.736607 M017 ON 
11:16:47.891914 MA202 OFF 
11:16:49.408195 MA207 OFF 
11:16:49.560577 MA202 ON 
11:16:49.617146 M017 OFF 
11:16:51.61585 LS202 55 
11:16:51.656794 MA202 OFF 
11:16:52.161558 LS202 56 
11:16:52.202095 MA202 ON 
11:16:54.632948 MA202 OFF 
11:16:55.55614 LS202 55 
11:16:55.572924 MA202 ON 
11:16:57.761639 SS004 MOVED 
11:16:57.976643 LS202 56 
11:16:58.017502 MA202 OFF 
11:16:58.567003 MA202 ON 
11:17:00.818765 MA202 OFF 
11:17:04.165247 LS033 5 
11:17:05.336298 MA207 ON 
11:17:05.581433 SS004 STILL 
11:17:06.251524 SS004 MOVED 
11:17:07.395851 MA207 OFF 
11:17:07.747858 MA202 ON 
11:17:09.181553 SS004 STILL 
11:17:09.311445 SS004 MOVED 
11:17:10.368763 LS202 55 
11:17:10.379511 MA202 OFF 
11:17:12.24142 SS004 STILL 
11:17:12.273002 LS207 57 
11:17:12.285103 MA207 ON 
11:17:13.324718 LS019 9 
11:17:13.399072 LS207 56 
11:17:13.41446 MA207 OFF 
11:17:16.732147 LS202 56 
11:17:16.762533 MA202 ON 
11:17:16.828319 M017 ON 
11:17:17.117392 MA207 ON 
11:17:18.820324 D009 OPEN 22-end
11:17:18.902068 MA207 OFF 
11:17:19.266548 M016 ON 
11:17:19.655714 M017 OFF 
11:17:20.31227 MA202 OFF 
11:17:20.402197 M016 OFF 
11:17:21.063457 MA202 ON 
11:17:21.518406 BATV016 9040 
11:17:21.529351 M016 ON 
11:17:22.260515 D009 CLOSE 
11:17:22.596663 M017 ON 
11:17:23.227098 M016 OFF 
11:17:23.314976 MA202 OFF 
11:17:23.512068 MA207 ON 
11:17:23.715165 M017 OFF 
11:17:23.861536 LS202 55 
11:17:23.883646 MA202 ON 
11:17:24.992637 LS202 56 
11:17:25.012165 MA202 OFF 
11:17:25.371426 MA207 OFF 
11:17:30.25844 MA207 ON 
11:17:31.36396 MA207 OFF 
11:17:35.664509 MA202 ON 
11:17:35.768244 M017 ON 18-start
11:17:36.939934 M016 ON 
11:17:37.423928 M017 OFF 
11:17:38.315279 MA202 OFF 
11:17:38.583586 M016 OFF 
11:17:41.763464 LS016 17 
11:17:41.784231 M016 ON 
11:17:42.434799 MA202 ON 
11:17:44.36388 M016 OFF 
11:17:46.210902 MA202 OFF 
11:17:46.295287 M017 ON 
11:17:46.754045 MA202 ON 
11:17:47.318433 LS207 57 
11:17:47.349794 MA207 ON 
11:17:48.424488 LS207 56 
11:17:48.466021 MA207 OFF 
11:17:49.007706 LS017 27 
11:17:49.042689 M017 OFF 
11:17:49.185465 MA202 OFF 
11:17:49.760094 MA202 ON 
11:17:50.338377 LS017 26 
11:17:50.361047 M017 ON 
11:17:52.021282 M017 OFF 
11:17:52.372069 MA202 OFF 
11:17:52.598299 M017 ON 
11:17:53.729236 M017 OFF 
11:18:03.156346 M017 ON 
11:18:03.359942 MA202 ON 
11:18:06.060999 MA202 OFF 
11:18:06.665776 M017 OFF 
11:18:10.36438 LS207 57 
11:18:10.375427 MA207 ON 
11:18:11.519468 MA207 OFF 
11:18:15.385007 LS202 57 
11:18:15.402087 MA202 ON 
11:18:15.474978 LS017 28 
11:18:15.490634 M017 ON 
11:18:16.583915 LS017 29 
11:18:16.595344 M017 OFF 
11:18:17.110329 LS202 58 
11:18:17.12753 MA202 OFF 
11:18:24.581424 LS202 60 
11:18:24.620184 MA202 ON 
11:18:24.832516 LS017 30 
11:18:24.856322 M017 ON 
11:18:26.815001 LS026 18 
11:18:27.40641 MA202 OFF 
11:18:28.023291 M017 OFF 
11:18:39.252028 LS202 58 
11:18:39.26665 MA202 ON 
11:18:39.46407 LS017 28 
11:18:39.490905 M017 ON 19-end,21-start
11:18:40.356408 LS202 57 
11:18:40.375264 MA202 OFF 
11:18:40.584219 M017 OFF 
11:18:44.666661 LS202 58 
11:18:44.684781 MA202 ON 
11:18:47.847327 MA202 OFF 
11:18:51.584593 MA202 ON 
11:18:51.903866 LS204 23 
11:18:54.411372 MA202 OFF 
11:18:54.704026 LS027 7 
11:19:07.371688 LS017 27 
11:19:07.420599 M017 ON 
11:19:08.566131 M017 OFF 
11:19:09.643077 M017 ON 
11:19:10.76432 LS017 28 
11:19:10.774295 M017 OFF 
11:19:12.608171 LS202 59 
11:19:12.622239 MA202 ON 
11:19:13.732703 MA202 OFF 
11:19:14.863602 MA202 ON 
11:19:15.072701 LS017 29 
11:19:15.094774 M017 ON 
11:19:15.616678 LS207 58 
11:19:15.628718 MA207 ON 
11:19:16.735755 MA207 OFF 
11:19:17.703977 LS017 28 
11:19:17.801552 M017 OFF 
11:19:17.833438 M016 ON 17-start,incomplete
11:19:19.002898 LS207 59 
11:19:19.018613 MA207 ON 
11:19:19.395972 LS202 58 
11:19:19.443312 MA202 OFF 
11:19:19.479593 LS016 18 
11:19:19.495984 M016 OFF 
11:19:20.152622 MA207 OFF 
11:19:22.664011 M016 ON 
11:19:22.770527 MA202 ON 
11:19:23.495793 LS017 27 
11:19:23.515086 M017 ON 
11:19:23.754284 LS016 17 
11:19:23.776789 M016 OFF 
11:19:24.396756 LS202 57 
11:19:24.414852 MA202 OFF 
11:19:24.708399 M016 ON 
11:19:25.220794 M017 OFF 
11:19:25.393984 LS015 18 
11:19:25.40835 M015 ON 
11:19:25.983779 LS201 58 
11:19:26.006568 MA201 ON 
11:19:27.338302 M016 OFF 
11:19:27.619351 LS015 17 
11:19:27.649922 M015 OFF 
11:19:28.806318 LS201 56 
11:19:28.827114 MA201 OFF 
11:19:29.589275 MA201 ON 
11:19:29.71135 LS207 57 
11:19:29.718239 MA207 ON 
11:19:30.662957 MA201 OFF 
11:19:30.809936 MA207 OFF 
11:19:31.361182 LS010 24 
11:19:31.377978 M010 ON 
11:19:32.407571 LS010 23 
11:19:32.419621 M010 OFF 
11:19:33.333867 LS013 14 
11:19:33.34721 M013 ON 
11:19:35.378985 LS013 13 
11:19:35.408063 M013 OFF 
11:19:37.746178 LS207 56 
11:19:37.758219 MA207 ON 
11:19:38.880052 MA207 OFF 
11:20:08.492797 MA207 ON 
11:20:09.623155 MA207 OFF 
11:20:11.861082 MA207 ON 
11:20:14.464469 MA207 OFF 
11:20:54.225529 LS034 4 
11:20:54.233772 BATV034 9020 
11:21:06.533576 LS206 16 
11:21:07.767594 LS049 4 
11:21:08.870542 LS048 14 
11:21:09.777637 LS207 60 
11:21:09.79619 MA207 ON 
11:21:10.918939 MA207 OFF 
11:21:40.723916 LS207 59 
11:21:40.735625 MA207 ON 
11:21:41.85567 LS207 58 
