13:50:04.052365 T001 24.5 
16:15:15.058076 P001 1146 
16:15:16.006291 M043 OFF 
16:15:16.008813 M010 ON 
16:15:17.009774 M010 OFF 
16:15:17.094283 M028 OFF 
16:15:17.096846 M042 OFF 
16:15:19.059896 M013 OFF 
16:15:19.062463 M010 ON 
16:15:20.021068 M026 ON 
16:15:20.084064 M027 OFF 
16:15:21.005946 P001 1131 
16:15:21.088637 M025 ON 
16:15:23.059658 M024 ON 
16:15:23.006223 M010 OFF 
16:15:24.043763 M021 ON 
16:15:24.046336 M026 OFF 
16:15:25.007174 M019 ON 
16:15:25.070073 M025 OFF 
16:15:27.062297 M020 ON 
16:15:27.006488 M021 OFF 
16:15:27.006737 M024 OFF 
16:15:33.006688 M020 OFF 
16:15:38.059563 P001 1059 
16:15:45.017914 M018 ON 
16:15:46.064069 M017 ON 
16:15:48.093222 M019 OFF 
16:15:50.080718 M019 ON 
16:15:52.024262 M017 OFF 
16:15:54.011101 M020 ON 
16:15:54.075181 M018 OFF 
16:15:55.080149 M010 ON 
16:15:56.044106 M011 ON 
16:15:57.008149 M013 ON 
16:15:57.071199 M014 ON 
16:15:58.033293 M010 OFF 
16:15:59.018818 M011 OFF 
16:15:59.021378 M021 ON 
16:16:01.048504 M008 ON 
16:16:01.005108 M009 ON 
16:16:01.005363 M021 OFF 
16:16:03.002083 M020 OFF 
16:16:03.004652 M051 ON 
16:16:03.007179 M007 ON 
16:16:03.009697 M013 OFF 
16:16:03.012237 M018 ON 
16:16:03.085335 M006 ON 
16:16:03.087908 M015 ON 
16:16:05.012064 M014 OFF 
16:16:05.014646 M019 OFF 
16:16:05.095827 M019 ON 
16:16:05.098375 M015 OFF 
16:16:07.000004 M009 OFF 
16:16:07.064208 M007 OFF 
16:16:08.026647 M009 ON 
16:16:08.087322 M018 OFF 
16:16:09.073759 M008 OFF 
16:16:09.076281 M051 OFF 
16:16:10.035087 M020 ON 
16:16:11.080762 M019 OFF 
16:16:12.062886 M008 ON 
16:16:12.006544 M019 ON 
16:16:13.025075 M009 OFF 
16:16:14.029228 M019 OFF 
16:16:14.091687 M008 OFF 
16:16:17.025009 M019 ON 
16:16:19.005329 M018 ON 
16:16:20.036291 M020 OFF 
16:16:20.038798 M051 ON 
16:16:23.006209 M017 ON 
16:16:24.008214 M051 OFF 
16:16:25.031055 M019 OFF 
16:16:25.033595 M018 OFF 
16:16:26.016815 M016 ON 
16:16:26.019335 M015 ON 
16:16:28.025762 M008 ON 
16:16:28.002831 M017 OFF 
16:16:28.089857 M009 ON 
16:16:29.097452 M014 ON 
16:16:29.099973 M016 OFF 
16:16:30.002532 M007 ON 
16:16:30.058964 M015 OFF 
16:16:32.047292 M014 OFF 
16:16:33.011047 M006 OFF 
16:16:34.016212 M014 ON 
16:16:35.019186 M008 OFF 
16:16:36.024191 M013 ON 
16:16:36.088111 M007 OFF 
16:16:37.091002 M011 ON 
16:16:38.076751 M014 OFF 
16:16:38.079272 M007 ON 
16:16:39.063156 P001 1180 
16:16:40.002434 M013 OFF 
16:16:41.006266 M008 ON 
16:16:41.008842 M011 OFF 
16:16:41.090495 M011 ON 
16:16:41.093098 M009 OFF 
16:16:42.054139 M010 ON 
16:16:44.040231 M007 OFF 
16:16:46.026923 M007 ON 
16:16:46.091123 M009 ON 
16:16:48.039818 M010 OFF 
16:16:49.003963 M011 OFF 
16:16:50.087088 M011 ON 
16:16:52.031311 M007 OFF 
16:16:53.017522 M011 OFF 
16:16:53.020107 M013 ON 
16:16:55.068825 M016 ON 
16:16:55.071402 M015 ON 
16:16:56.052382 M014 ON 
16:16:56.054958 M009 OFF 
16:16:57.011752 M008 OFF 
16:16:57.098929 M008 ON 
16:16:58.085121 M015 OFF 
16:17:00.073664 M013 OFF 
16:17:01.000356 M014 OFF 
16:17:02.038043 M009 ON 
16:17:03.023511 M008 OFF 
16:17:03.026048 M017 ON 
16:17:07.014036 M017 OFF 
16:17:07.077982 M016 OFF 
16:17:08.042051 M009 OFF 
16:17:12.081317 M009 ON 
16:17:16.033299 M017 ON 
16:17:18.017043 M016 ON 
16:17:21.035009 M015 ON 
16:17:22.032359 M017 OFF 
16:17:22.093657 M008 ON 
16:17:23.055714 M009 OFF 
16:17:23.006687 P001 1169 
16:17:24.080399 M001 ON 
16:17:24.082978 M007 ON 
16:17:25.043886 M016 OFF 
16:17:26.006127 M015 OFF 
16:17:27.013991 M001 OFF 
16:17:27.016526 M002 ON 
16:17:27.019079 M003 ON 
16:17:28.060028 M007 OFF 
16:17:31.035938 M003 OFF 
16:17:35.030698 M007 ON 
16:17:35.094428 M001 ON 
16:17:36.005711 M009 ON 
16:17:38.001384 M002 OFF 
16:17:39.090108 M023 ON 
16:17:48.015868 M017 ON 
16:17:48.001841 D007 OPEN 
16:17:48.020961 D001 OPEN 
16:17:48.023504 M007 OFF 
16:17:48.026013 M009 OFF 
16:17:48.028567 M021 ON 
16:17:48.031111 M024 ON 
16:17:48.096713 M008 OFF 
16:17:48.099286 M023 OFF 
16:17:49.080726 M001 OFF 
16:17:49.083303 M017 OFF 
16:17:50.044147 M021 OFF 
16:17:54.080762 M024 OFF 
16:17:57.004569 M024 ON 
16:17:59.080165 M023 ON 
16:18:01.067645 D001 CLOSE 
16:18:04.062579 M023 OFF 
16:18:04.000651 M021 ON 
16:18:05.046161 M017 ON 
16:18:05.048739 M023 ON 
16:18:06.007769 M022 ON 
16:18:06.071243 M024 OFF 
16:18:07.058828 M001 ON 
16:18:07.061338 M021 OFF 
16:18:08.090806 M008 ON 
16:18:08.093341 M016 ON 
16:18:08.095885 M007 ON 
16:18:08.098436 M022 OFF 
16:18:09.052578 M009 ON 
16:18:10.036564 M001 OFF 
16:18:10.039144 M023 OFF 
16:18:11.047334 M023 ON 
16:18:11.049911 M007 OFF 
16:18:11.052397 M015 ON 
16:18:12.012135 M008 OFF 
16:18:12.075094 M017 OFF 
16:18:13.036617 M009 OFF 
16:18:13.098677 M017 ON 
16:18:15.086827 M015 OFF 
16:18:18.062018 M016 OFF 
16:18:20.010054 M022 ON 
16:18:21.015764 M021 ON 
16:18:21.078207 M023 OFF 
16:18:22.062771 M019 ON 
16:18:22.006541 M018 ON 
16:18:24.048725 M021 OFF 
16:18:25.010153 M022 OFF 
16:18:26.097304 M021 ON 
16:18:27.058405 M022 ON 
16:18:28.020925 M018 OFF 
16:18:29.091416 M023 ON 
16:18:29.009405 D012 OPEN 
16:18:30.098016 M021 OFF 
16:18:31.084695 M019 OFF 
16:18:31.087215 M022 OFF 
16:18:32.050156 M023 OFF 
16:18:37.028206 M019 ON 
16:18:38.071265 M018 ON 
16:18:42.049541 M019 OFF 
16:18:42.052055 M018 OFF 
16:18:43.013116 M016 ON 
16:18:44.016248 M023 ON 
16:18:45.019802 D012 CLOSE 
16:18:46.003943 M001 ON 
16:18:46.067397 M007 ON 
16:18:47.028092 M008 ON 
16:18:47.092295 M009 ON 
16:18:48.096557 M017 OFF 
16:18:48.099128 M023 OFF 
16:18:49.007972 M007 OFF 
16:18:50.001064 M017 ON 
16:18:50.087682 M008 OFF 
16:18:50.090258 M001 OFF 
16:18:51.094869 M015 ON 
16:18:52.059034 M017 OFF 
16:18:53.059076 M009 OFF 
16:19:01.074873 M017 ON 
16:19:03.023218 M017 OFF 
16:19:03.088446 M017 ON 
16:19:05.095706 M017 OFF 
16:19:07.044142 M008 ON 
16:19:08.006329 M017 ON 
16:19:09.015276 M001 ON 
16:19:09.001782 D007 CLOSE 
16:19:09.020724 M007 ON 
16:19:10.020073 M023 ON 
16:19:10.022606 M016 OFF 
16:19:10.025163 M015 OFF 
16:19:11.006652 M007 OFF 
16:19:11.009229 M018 ON 
16:19:11.070144 M019 ON 
16:19:12.057729 M008 OFF 
16:19:12.060297 M001 OFF 
16:19:13.087936 M023 OFF 
16:19:13.090506 M021 ON 
16:19:15.009009 M023 ON 
16:19:15.001158 M018 OFF 
16:19:16.034867 M001 ON 
16:19:16.037409 M021 OFF 
16:19:16.095794 M017 OFF 
16:19:17.081993 M023 OFF 
16:19:17.084643 M002 ON 
16:19:18.045373 M017 ON 
16:19:20.014332 M001 OFF 
16:19:20.016875 M021 ON 
16:19:20.077583 M018 ON 
16:19:22.003284 M017 OFF 
16:19:22.065709 M018 OFF 
16:19:23.056206 M024 ON 
16:19:23.058778 M002 OFF 
16:19:24.060405 M002 ON 
16:19:26.006148 M019 OFF 
16:19:27.005179 M002 OFF 
16:19:28.014131 M002 ON 
16:19:28.097012 M019 ON 
16:19:29.076729 M018 ON 
16:19:30.035976 M007 ON 
16:19:31.021848 M001 ON 
16:19:31.024378 M025 ON 
16:19:31.083846 M018 OFF 
16:19:32.093244 M008 ON 
16:19:32.009577 M002 OFF 
16:19:32.098322 M026 ON 
16:19:33.073566 P001 1111 
16:19:33.083792 M007 OFF 
16:19:33.086361 M021 OFF 
16:19:34.061206 M019 OFF 
16:19:34.006378 M015 ON 
16:19:35.065808 M001 OFF 
16:19:35.068401 M016 ON 
16:19:35.077748 M024 OFF 
16:19:36.004922 M008 OFF 
16:19:36.051784 M017 ON 
16:19:37.030957 M027 ON 
16:19:37.033468 M016 OFF 
16:19:37.093058 M028 ON 
16:19:38.095077 M025 OFF 
16:19:38.097608 M026 OFF 
16:19:39.000162 M015 OFF 
16:19:39.099785 M017 OFF 
16:19:40.000232 M043 ON 
16:19:40.004875 M042 ON 
16:19:40.062098 M017 ON 
16:19:42.053909 M043 OFF 
16:19:42.056479 M042 OFF 
16:19:43.083403 M043 ON 
16:19:43.086066 M019 ON 
16:19:43.088644 M042 ON 
16:19:43.091171 M018 ON 
16:19:44.042361 M027 OFF 
16:19:45.005338 M021 ON 
16:19:46.013612 M028 OFF 
16:19:46.000187 M022 ON 
16:19:47.067435 M017 OFF 
16:19:47.069931 M043 OFF 
16:19:47.072473 M042 OFF 
16:19:47.075022 M018 OFF 
16:19:48.004812 M019 OFF 
16:19:48.050718 M023 ON 
16:19:49.027622 M021 OFF 
16:19:49.030191 M022 OFF 
16:19:50.031125 M023 OFF 
16:19:54.093369 M023 ON 
16:19:55.095535 M001 ON 
16:19:56.059168 M007 ON 
16:19:57.023096 M008 ON 
16:19:57.085105 M009 ON 
16:19:58.047269 M007 OFF 
16:19:59.009013 M023 OFF 
16:20:00.035158 M007 ON 
16:20:00.098072 M023 ON 
16:20:02.023573 M007 OFF 
16:20:02.002614 M009 OFF 
16:20:03.070354 M008 OFF 
16:20:04.032108 M007 ON 
16:20:05.018744 M008 ON 
16:20:06.046591 M007 OFF 
16:20:06.049094 M015 ON 
16:20:07.054466 M001 OFF 
16:20:07.005704 M023 OFF 
16:20:07.059551 M016 ON 
16:20:08.034223 M008 OFF 
16:20:08.036816 M017 ON 
16:20:10.043905 M019 ON 
16:20:10.046438 M015 OFF 
16:20:11.007104 M016 OFF 
16:20:12.059351 M017 OFF 
16:20:12.061869 M021 ON 
16:20:12.064413 M022 ON 
16:20:13.088233 M019 OFF 
16:20:14.046273 M023 ON 
16:20:15.033585 M001 ON 
16:20:16.017727 M021 OFF 
16:20:16.020299 M022 OFF 
16:20:17.003924 M007 ON 
16:20:17.063092 M008 ON 
16:20:19.000813 M023 OFF 
16:20:20.001696 M001 OFF 
16:20:20.019538 M016 ON 
16:20:20.022032 M015 ON 
16:20:21.021106 M017 ON 
16:20:22.000573 M008 OFF 
16:20:22.000826 M007 OFF 
16:20:22.069006 M016 OFF 
16:20:23.007518 M015 OFF 
16:20:24.079757 M017 OFF 
16:20:51.027602 M017 ON 
16:20:53.015984 M018 ON 
16:20:55.006106 M017 OFF 
16:21:09.044002 M017 ON 
16:21:10.069901 D007 OPEN 
16:21:10.007247 M018 OFF 
16:21:12.082507 P001 1005 
16:21:15.048091 D007 CLOSE 
16:21:16.050237 M018 ON 
16:21:17.009443 M051 ON 
16:21:19.040642 M019 ON 
16:21:21.031098 M051 OFF 
16:21:22.079072 M019 OFF 
16:21:23.041647 M018 OFF 
16:21:24.031421 M018 ON 
16:21:24.092198 M019 ON 
16:21:25.096178 M021 ON 
16:21:27.000103 M022 ON 
16:21:27.084642 M017 OFF 
16:21:27.087214 M018 OFF 
16:21:28.004581 M023 ON 
16:21:29.010084 M019 OFF 
16:21:29.094339 M021 OFF 
16:21:29.096884 M022 OFF 
16:21:33.022329 M023 OFF 
16:21:35.051169 M023 ON 
16:21:40.050787 M022 ON 
16:21:41.054746 M021 ON 
16:21:41.081912 P001 966 
16:21:42.016566 M019 ON 
16:21:42.078185 M023 OFF 
16:21:43.078307 M022 OFF 
16:21:44.062833 M020 ON 
16:21:45.023081 M021 OFF 
16:21:51.026777 M019 OFF 
16:21:53.010072 M019 ON 
16:21:56.025145 M018 ON 
16:21:57.031135 M017 ON 
16:21:58.007751 M020 OFF 
16:21:59.081333 M019 OFF 
16:22:00.042662 M018 OFF 
16:22:05.021498 M017 OFF 
16:22:05.085691 M017 ON 
16:22:16.085897 P001 1004.1 
16:22:16.090635 P001 964 
16:22:17.035074 M017 OFF 
16:22:19.065971 M017 ON 
16:22:23.062639 M019 ON 
16:22:24.024126 M018 ON 
16:22:25.069829 M021 ON 
16:22:26.030399 M017 OFF 
16:22:27.016361 M022 ON 
16:22:27.018904 M018 OFF 
16:22:28.063755 M019 OFF 
16:22:29.028756 M023 ON 
16:22:30.038377 M001 ON 
16:22:30.040902 M021 OFF 
16:22:30.043469 M022 OFF 
16:22:33.071488 M008 ON 
16:22:33.007406 M007 ON 
16:22:34.033708 M009 ON 
16:22:34.097301 M023 OFF 
16:22:35.005921 M007 OFF 
16:22:36.024248 M014 ON 
16:22:36.088131 M001 OFF 
16:22:37.050084 M008 OFF 
16:22:38.014012 M009 OFF 
16:22:39.005974 M015 ON 
16:22:40.023136 M016 ON 
16:22:41.068625 M017 ON 
16:22:42.007513 M018 ON 
16:22:43.059165 M014 OFF 
16:22:43.061726 M015 OFF 
16:22:44.041391 M051 ON 
16:22:44.043924 M016 OFF 
16:22:46.029348 M017 OFF 
16:22:52.010798 T005 25 
16:22:52.050073 M018 OFF 
16:22:53.086098 P001 976 
16:22:58.095072 M018 ON 
16:22:59.087349 P001 964 
16:23:00.000273 M019 ON 
16:23:02.036085 M051 OFF 
16:23:03.039312 M020 ON 
16:23:04.001817 M018 OFF 
16:23:08.001127 M018 ON 
16:23:08.061344 M017 ON 
16:23:09.023052 M020 OFF 
16:23:11.010079 M019 OFF 
16:23:12.014957 M018 OFF 
16:23:14.006335 M017 OFF 
16:23:22.063942 M017 ON 
16:23:28.067078 M016 ON 
16:23:29.027096 M015 ON 
16:23:31.016168 M008 ON 
16:23:32.023064 M009 ON 
16:23:33.052944 M017 OFF 
16:23:33.055521 M016 OFF 
16:23:34.001413 M015 OFF 
16:23:43.089248 P001 549 
16:23:45.099254 M007 ON 
16:23:46.062309 M001 ON 
16:23:47.048841 M023 ON 
16:23:47.051429 M009 OFF 
16:23:48.009931 M007 OFF 
16:23:48.073088 M022 ON 
16:23:50.012578 M008 OFF 
16:23:50.015136 M023 OFF 
16:23:50.017706 M021 ON 
16:23:50.096955 M001 OFF 
16:23:50.099523 M019 ON 
16:23:53.005655 M021 OFF 
16:23:53.008226 M022 OFF 
16:23:53.069042 M020 ON 
16:23:57.092592 M019 OFF 
16:23:57.095166 M020 OFF 
16:23:58.056145 M019 ON 
16:24:00.042343 M018 ON 
16:24:01.091916 P001 506 
16:24:04.042071 M021 ON 
16:24:05.023817 M024 ON 
16:24:05.000264 M018 OFF 
16:24:07.008792 M019 OFF 
16:24:07.072235 M021 OFF 
16:24:09.097349 M025 ON 
16:24:12.010435 M024 OFF 
16:24:12.001301 M026 ON 
16:24:12.073001 M025 OFF 
16:24:15.088283 M026 OFF 
16:24:17.034123 M027 ON 
16:24:20.006046 M028 ON 
16:24:21.092041 M042 ON 
16:24:22.056019 M027 OFF 
16:24:23.002003 M028 OFF 
16:24:24.067186 M042 OFF 
16:24:36.079875 M043 ON 
16:24:36.082448 M042 ON 
16:24:37.042383 M028 ON 
16:24:38.092928 M043 OFF 
16:24:38.095513 M027 ON 
16:24:39.004351 M042 OFF 
16:24:41.068077 M028 OFF 
16:24:42.050935 M027 OFF 
16:24:42.053463 M026 ON 
16:24:44.081983 M025 ON 
16:24:47.001603 M021 ON 
16:24:47.018566 M024 ON 
16:24:47.021115 M026 OFF 
16:24:47.078863 M019 ON 
16:24:48.043111 M025 OFF 
16:24:49.007084 M021 OFF 
16:24:50.054899 M024 OFF 
16:24:51.006106 M018 ON 
16:24:53.009024 M051 ON 
16:24:54.016087 M019 OFF 
16:24:56.007671 M018 OFF 
16:24:57.013311 M018 ON 
16:24:58.018176 M018 OFF 
16:25:00.050015 M018 ON 
16:25:01.096026 M017 ON 
16:25:02.098085 M051 OFF 
16:25:03.062132 M017 OFF 
16:25:05.008864 M018 OFF 
16:25:09.009099 M017 ON 
16:25:11.083021 D007 OPEN 
16:25:14.095014 D007 CLOSE 
16:25:16.001091 M015 ON 
16:25:16.063791 M017 OFF 
16:25:17.050969 M008 ON 
16:25:17.053546 M009 ON 
16:25:18.010031 M001 ON 
16:25:18.070691 M023 ON 
16:25:19.033727 M009 OFF 
16:25:19.097292 M015 OFF 
16:25:21.004405 M008 OFF 
16:25:22.008117 M001 OFF 
16:25:28.061235 M023 OFF 
16:25:32.015068 M023 ON 
16:25:35.032042 M023 OFF 
16:25:36.081006 M023 ON 
16:25:39.054074 M001 ON 
16:25:40.018158 M022 ON 
16:25:40.082044 M021 ON 
16:25:42.009893 M001 OFF 
16:25:42.012497 M019 ON 
16:25:42.071166 M023 OFF 
16:25:43.029503 M018 ON 
16:25:43.092758 M017 ON 
16:25:44.079767 M021 OFF 
16:25:44.082336 M022 OFF 
16:25:45.084041 M019 OFF 
16:25:46.048003 M018 OFF 
16:25:48.073384 M017 OFF 
16:25:55.022959 M017 ON 
16:25:56.070051 M019 ON 
16:25:57.003408 M018 ON 
16:25:59.002336 M021 ON 
16:26:00.010827 M017 OFF 
16:26:00.013409 M022 ON 
16:26:00.022677 M018 OFF 
16:26:01.013788 M023 ON 
16:26:01.076852 M019 OFF 
16:26:02.008339 M001 ON 
16:26:02.085908 M021 OFF 
16:26:02.088458 M022 OFF 
16:26:05.030894 M001 OFF 
16:26:06.000371 M023 OFF 
16:26:09.098897 P001 543 
16:26:12.044265 M023 ON 
16:26:15.056116 M022 ON 
16:26:16.061014 M021 ON 
16:26:17.087757 M019 ON 
16:26:17.090347 M023 OFF 
16:26:18.041314 L002 ON 
16:26:18.049974 L008 OFF 
16:26:18.006862 L010 OFF 
16:26:18.000733 L010 OFF 
16:26:19.001469 L008 OFF 
16:26:19.010089 L008 OFF 
16:26:19.014368 L011 OFF 
16:26:19.018698 L010 OFF 
16:26:19.037755 L009 OFF 
16:26:19.042484 L009 ON 
16:26:19.046955 M018 ON 
16:26:19.087635 M021 OFF 
16:26:19.090214 M022 OFF 
16:26:20.047598 M017 ON 
16:26:21.009546 M019 OFF 
16:26:23.038095 M018 OFF 
16:26:24.000049 P001 732 
16:26:29.008303 M018 ON 
16:26:30.001897 P001 722 
16:26:30.004608 M019 ON 
16:26:32.075303 M021 ON 
16:26:33.007655 M024 ON 
16:26:34.008184 M017 OFF 
16:26:34.084405 M025 ON 
16:26:34.086901 M018 OFF 
16:26:36.000231 P001 506 
16:26:36.000012 M019 OFF 
16:26:36.014572 M026 ON 
16:26:36.000714 M021 OFF 
16:26:37.007136 M024 OFF 
16:26:38.034182 M025 OFF 
16:26:40.023539 M026 OFF 
16:26:42.072826 M027 ON 
16:26:44.097685 M028 ON 
16:26:47.004777 M043 ON 
16:26:47.050338 M042 ON 
16:26:48.028931 M029 ON 
16:26:48.031497 M027 OFF 
16:26:49.013765 M028 OFF 
16:26:49.076873 M029 OFF 
16:26:50.008787 M043 OFF 
16:26:50.090417 M042 OFF 
16:27:57.089368 T002 27.5 
16:29:36.078763 D001 OPEN 
16:29:36.081267 M024 ON 
16:29:38.086609 D001 CLOSE 
16:29:38.089179 M025 ON 
16:29:39.090823 M026 ON 
16:29:42.001003 M024 OFF 
16:29:42.003505 M025 OFF 
16:29:43.002676 M027 ON 
16:29:44.012586 P001 626 
16:29:45.014795 M028 ON 
16:29:45.017382 M026 OFF 
16:29:45.097431 M029 ON 
16:29:46.083919 M043 ON 
16:29:46.086422 M042 ON 
16:29:48.091002 M028 OFF 
16:29:48.093555 M043 OFF 
16:29:48.096065 M027 OFF 
16:29:49.076712 M029 OFF 
16:29:49.079267 M042 OFF 
